treatment,cluster_params,time,cluster_id,back_cluster_id,num_correct,num_wrong,total,order
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_21,20000_NONE,0,5,5,588
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_22,20000_NONE,0,6,6,589
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_23,20000_NONE,0,45,45,590
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_28,20000_NONE,0,46,46,595
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_29,20000_NONE,0,26,26,596
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_0,20000_NONE,0,23,23,540
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_4,20000_NONE,0,78,78,608
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_8,20000_NONE,0,58,58,652
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_119,20000_NONE,0,7,7,563
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_120,20000_NONE,0,7,7,565
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_121,20000_NONE,0,6,6,566
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_122,20000_NONE,0,5,5,567
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_123,20000_NONE,0,10,10,568
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_124,20000_NONE,0,10,10,569
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_125,20000_NONE,0,8,8,570
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_126,20000_NONE,0,13,13,571
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_127,20000_NONE,0,6,6,572
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_128,20000_NONE,0,17,17,573
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_129,20000_NONE,0,7,7,574
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_118,20000_NONE,0,20,20,562
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_59,20000_NONE,0,10,10,629
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_58,20000_NONE,0,16,16,628
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_55,20000_NONE,0,14,14,625
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_54,20000_NONE,0,5,5,624
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_57,20000_NONE,0,14,14,627
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_56,20000_NONE,0,18,18,626
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_51,20000_NONE,0,5,5,621
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_50,20000_NONE,0,6,6,620
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_53,20000_NONE,0,5,5,623
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_52,20000_NONE,0,11,11,622
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_-1,20000_NONE,0,102,102,539
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_115,20000_NONE,0,18,18,559
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_114,20000_NONE,0,6,6,558
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_88,20000_NONE,0,33,33,661
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_89,20000_NONE,0,74,74,662
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_111,20000_NONE,0,10,10,555
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_110,20000_NONE,0,11,11,554
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_113,20000_NONE,0,23,23,557
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_112,20000_NONE,0,6,6,556
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_82,20000_NONE,0,7,7,655
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_83,20000_NONE,0,27,27,656
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_80,20000_NONE,0,11,11,653
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_81,20000_NONE,0,8,8,654
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_86,20000_NONE,0,18,18,659
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_87,20000_NONE,0,5,5,660
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_84,20000_NONE,0,8,8,657
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_85,20000_NONE,0,8,8,658
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_3,20000_NONE,0,18,18,597
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_7,20000_NONE,0,32,32,641
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_108,20000_NONE,0,10,10,551
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_109,20000_NONE,0,11,11,552
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_102,20000_NONE,0,5,5,545
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_103,20000_NONE,0,13,13,546
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_100,20000_NONE,0,12,12,543
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_101,20000_NONE,0,7,7,544
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_106,20000_NONE,0,9,9,549
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_107,20000_NONE,0,8,8,550
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_104,20000_NONE,0,11,11,547
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_105,20000_NONE,0,6,6,548
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_39,20000_NONE,0,44,44,607
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_38,20000_NONE,0,21,21,606
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_33,20000_NONE,0,46,46,601
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_32,20000_NONE,0,64,64,600
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_31,20000_NONE,0,13,13,599
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_30,20000_NONE,0,26,26,598
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_37,20000_NONE,0,8,8,605
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_36,20000_NONE,0,10,10,604
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_35,20000_NONE,0,17,17,603
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_34,20000_NONE,0,18,18,602
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_60,20000_NONE,0,11,11,631
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_61,20000_NONE,0,8,8,632
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_62,20000_NONE,0,66,66,633
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_63,20000_NONE,0,14,14,634
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_64,20000_NONE,0,48,48,635
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_65,20000_NONE,0,39,39,636
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_66,20000_NONE,0,45,45,637
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_67,20000_NONE,0,12,12,638
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_68,20000_NONE,0,7,7,639
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_69,20000_NONE,0,11,11,640
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_2,20000_NONE,0,24,24,586
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_6,20000_NONE,0,93,93,630
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_99,20000_NONE,0,19,19,673
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_98,20000_NONE,0,19,19,672
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_91,20000_NONE,0,9,9,665
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_90,20000_NONE,0,22,22,664
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_93,20000_NONE,0,52,52,667
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_92,20000_NONE,0,19,19,666
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_95,20000_NONE,0,5,5,669
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_94,20000_NONE,0,15,15,668
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_97,20000_NONE,0,5,5,671
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_96,20000_NONE,0,36,36,670
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_11,20000_NONE,0,29,29,553
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_10,20000_NONE,0,13,13,542
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_13,20000_NONE,0,52,52,575
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_12,20000_NONE,0,19,19,564
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_15,20000_NONE,0,9,9,581
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_14,20000_NONE,0,56,56,580
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_17,20000_NONE,0,5,5,583
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_16,20000_NONE,0,31,31,582
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_19,20000_NONE,0,65,65,585
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_18,20000_NONE,0,18,18,584
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_117,20000_NONE,0,6,6,561
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_116,20000_NONE,0,21,21,560
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_48,20000_NONE,0,29,29,617
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_49,20000_NONE,0,35,35,618
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_46,20000_NONE,0,40,40,615
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_47,20000_NONE,0,112,112,616
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_44,20000_NONE,0,7,7,613
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_45,20000_NONE,0,6,6,614
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_42,20000_NONE,0,7,7,611
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_43,20000_NONE,0,7,7,612
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_40,20000_NONE,0,22,22,609
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_41,20000_NONE,0,9,9,610
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_1,20000_NONE,0,17,17,541
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_5,20000_NONE,0,18,18,619
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_9,20000_NONE,0,51,51,663
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_77,20000_NONE,0,18,18,649
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_76,20000_NONE,0,26,26,648
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_75,20000_NONE,0,8,8,647
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_74,20000_NONE,0,21,21,646
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_73,20000_NONE,0,48,48,645
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_72,20000_NONE,0,22,22,644
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_71,20000_NONE,0,12,12,643
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_70,20000_NONE,0,21,21,642
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_79,20000_NONE,0,12,12,651
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,25000,25000_78,20000_NONE,0,30,30,650
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_24,25000_NONE,0,29,29,708
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_25,25000_NONE,0,14,14,709
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_26,25000_NONE,0,29,29,710
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_27,25000_NONE,0,6,6,711
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_20,25000_NONE,0,22,22,704
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_21,25000_NONE,0,13,13,705
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_22,25000_NONE,0,35,35,706
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_23,25000_NONE,0,24,24,707
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_28,25000_NONE,0,154,154,712
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_29,25000_NONE,0,14,14,713
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_0,25000_NONE,0,111,111,675
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_4,25000_NONE,0,40,40,725
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_8,25000_NONE,0,115,115,769
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_59,25000_NONE,0,27,27,746
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_58,25000_NONE,0,10,10,745
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_55,25000_NONE,0,31,31,742
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_54,25000_NONE,0,26,26,741
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_57,25000_NONE,0,6,6,744
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_56,25000_NONE,0,27,27,743
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_51,25000_NONE,0,56,56,738
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_50,25000_NONE,0,11,11,737
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_53,25000_NONE,0,16,16,740
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_52,25000_NONE,0,25,25,739
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_-1,25000_NONE,0,98,98,674
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_115,25000_NONE,0,6,6,694
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_114,25000_NONE,0,5,5,693
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_88,25000_NONE,0,6,6,778
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_89,25000_NONE,0,8,8,779
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_111,25000_NONE,0,5,5,690
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_110,25000_NONE,0,6,6,689
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_113,25000_NONE,0,6,6,692
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_112,25000_NONE,0,7,7,691
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_82,25000_NONE,0,12,12,772
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_83,25000_NONE,0,17,17,773
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_80,25000_NONE,0,11,11,770
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_81,25000_NONE,0,8,8,771
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_86,25000_NONE,0,13,13,776
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_87,25000_NONE,0,11,11,777
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_84,25000_NONE,0,14,14,774
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_85,25000_NONE,0,11,11,775
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_3,25000_NONE,0,144,144,714
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_7,25000_NONE,0,49,49,758
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_108,25000_NONE,0,5,5,686
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_109,25000_NONE,0,8,8,687
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_102,25000_NONE,0,6,6,680
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_103,25000_NONE,0,6,6,681
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_100,25000_NONE,0,8,8,678
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_101,25000_NONE,0,11,11,679
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_106,25000_NONE,0,11,11,684
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_107,25000_NONE,0,22,22,685
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_104,25000_NONE,0,8,8,682
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_105,25000_NONE,0,9,9,683
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_39,25000_NONE,0,15,15,724
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_38,25000_NONE,0,6,6,723
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_33,25000_NONE,0,17,17,718
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_32,25000_NONE,0,21,21,717
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_31,25000_NONE,0,105,105,716
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_30,25000_NONE,0,10,10,715
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_37,25000_NONE,0,12,12,722
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_36,25000_NONE,0,23,23,721
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_35,25000_NONE,0,18,18,720
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_34,25000_NONE,0,47,47,719
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_60,25000_NONE,0,20,20,748
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_61,25000_NONE,0,10,10,749
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_62,25000_NONE,0,20,20,750
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_63,25000_NONE,0,10,10,751
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_64,25000_NONE,0,10,10,752
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_65,25000_NONE,0,22,22,753
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_66,25000_NONE,0,19,19,754
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_67,25000_NONE,0,13,13,755
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_68,25000_NONE,0,8,8,756
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_69,25000_NONE,0,25,25,757
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_2,25000_NONE,0,43,43,703
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_6,25000_NONE,0,39,39,747
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_99,25000_NONE,0,10,10,790
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_98,25000_NONE,0,8,8,789
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_91,25000_NONE,0,25,25,782
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_90,25000_NONE,0,19,19,781
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_93,25000_NONE,0,7,7,784
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_92,25000_NONE,0,20,20,783
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_95,25000_NONE,0,7,7,786
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_94,25000_NONE,0,5,5,785
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_97,25000_NONE,0,10,10,788
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_96,25000_NONE,0,10,10,787
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_11,25000_NONE,0,117,117,688
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_10,25000_NONE,0,34,34,677
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_13,25000_NONE,0,67,67,696
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_12,25000_NONE,0,58,58,695
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_15,25000_NONE,0,13,13,698
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_14,25000_NONE,0,19,19,697
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_17,25000_NONE,0,18,18,700
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_16,25000_NONE,0,5,5,699
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_19,25000_NONE,0,59,59,702
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_18,25000_NONE,0,68,68,701
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_48,25000_NONE,0,40,40,734
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_49,25000_NONE,0,14,14,735
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_46,25000_NONE,0,26,26,732
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_47,25000_NONE,0,15,15,733
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_44,25000_NONE,0,78,78,730
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_45,25000_NONE,0,17,17,731
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_42,25000_NONE,0,12,12,728
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_43,25000_NONE,0,22,22,729
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_40,25000_NONE,0,21,21,726
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_41,25000_NONE,0,14,14,727
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_1,25000_NONE,0,32,32,676
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_5,25000_NONE,0,19,19,736
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_9,25000_NONE,0,8,8,780
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_77,25000_NONE,0,33,33,766
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_76,25000_NONE,0,10,10,765
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_75,25000_NONE,0,8,8,764
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_74,25000_NONE,0,12,12,763
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_73,25000_NONE,0,28,28,762
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_72,25000_NONE,0,16,16,761
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_genotype,30000,30000_71,25000_NONE,0,58,58,760
